"id","Antenna...Dish","Type","Applicant","Location","SBL.","Issued","Year","Valuation","Fee.Amount","Location2","lon","lat","Tract"
1180,"PC-0104-13","Sidewalk Cafe","Rocky's News Inc","447 Salina St N To Salt St","017.-02-05.0","04/08/2013",2013,0,0,NA,NA,NA,NA
1181,"PC-0280-16","Encroach (Major)","Onondaga Community College","435 Salina St N To Salt St","017.-02-08.0","06/29/2016",2016,0,0,NA,NA,NA,NA
1182,"16245","Sign","Today's Rental Inc","622-30 State St N & Salina St N","017.-03-13.1","01/08/2015",2015,1668.23,95,NA,NA,NA,NA
1183,"PC-0143-14","Liability Waiver","Excelsior Window Cleaners","472-74 Salina St N","017.-03-17.0","04/27/2014",2014,0,0,NA,NA,NA,NA
1184,"12436","Site Work","Butternut St LLC","400-02 Butternut St & Townsend S","017.-05-01.1","12/04/2013",2013,250000,4027.75,NA,NA,NA,NA
1185,"16563","Sign","Butternut St LLC","400-02 Butternut St & Townsend S","017.-05-01.1","11/25/2014",2014,8000,185,NA,NA,NA,NA
1186,"17703","Sign","Butternut St LLC","400-02 Butternut St & Townsend S","017.-05-01.1","12/08/2014",2014,2500,130,NA,NA,NA,NA
1187,"PC-0197-14","Road Cut","BNK Excavating Inc.","809 Mcbride St N","017.-05-09.0","05/29/2014",2014,0,0,NA,NA,NA,NA
1188,"10163","Sign","Butternut Plaza Llc","500-24 Butternut St & Mcbride St","017.-06-01.0","02/26/2013",2013,3000,110,NA,NA,NA,NA
1189,"PC-0681-16","Road Cut","National Grid","705 Catherine St","017.-06-08.0","09/03/2016",2016,0,0,NA,NA,NA,NA
1190,"PC-0591-15","Road Cut","Courcy Enterprises Inc","616 Mcbride St N","017.-07-44.0","11/24/2015",2015,0,0,NA,NA,NA,NA
1191,"PC-0660-14","Liability Waiver","Abscope Environmental Inc","608 Townsend St N","017.-08-18.0","12/19/2014",2014,0,0,NA,NA,NA,NA
1192,"PC-0244-13","Sidewalk Replace","Joseph Ruggeri","601 Mcbride St N & Hickory St","017.-09-12.0","06/03/2013",2013,0,0,NA,NA,NA,NA
1193,"12565","Site Work","St Joseph Health Center","206 Prospect Ave & Hickory St","017.-10-11.1","10/07/2013",2013,195000,3136.5,NA,NA,NA,NA
1194,"16129","Sign","St Joseph Health Center","601 Townsend St N & Union Ave","017.-11-01.2","08/05/2014",2014,2300,110,NA,NA,NA,NA
1195,"PC-0095-16","Road Cut","Irish- Miller Construction, Inc","601 Townsend St N & Union Ave","017.-11-01.2","04/20/2016",2016,0,0,NA,NA,NA,NA
1196,"PC-0449-15","Encroach (Major)","St Joseph Health Center","601 Townsend St N & Union Ave","017.-11-01.2","09/15/2015",2015,0,0,NA,NA,NA,NA
1197,"14110","Sign","St Joseph's Health Center","301 Prospect Ave to Laurel St E","017.-11-01.4","02/20/2014",2014,60000,965,NA,NA,NA,NA
1198,"14460","Site Work","St Joseph's Health Center","301 Prospect Ave to Laurel St E","017.-11-01.4","03/17/2014",2014,0,65,NA,NA,NA,NA
1199,"PC-0169-14","Road Cut","Robert H Law Inc.","301 Prospect Ave to Laurel St E","017.-11-01.4","05/22/2014",2014,0,0,NA,NA,NA,NA
1200,"PC-0415-12","Sidewalk Replace","Donald Chapman Masonry Contracting","301 Prospect Ave to Laurel St E","017.-11-01.4","07/31/2012",2012,0,0,NA,NA,NA,NA
1201,"PC-0293-13","Sidewalk Replace","Robert H Law","528 State St N & Laurel St E","017.-11-13.0","06/28/2013",2013,0,0,NA,NA,NA,NA
1202,"PC-0315-13","Road Cut","National Grid","528 State St N & Laurel St E","017.-11-13.0","07/29/2013",2013,0,0,NA,NA,NA,NA
1203,"PC-0625-13","Liability Waiver","Robert H Law Inc.","528 State St N & Laurel St E","017.-11-13.0","12/30/2013",2013,0,0,NA,NA,NA,NA
1204,"22343","Sign","Cosmo Zavaglia","104-06 Laurel St E & State St N","017.-12-01.0","01/14/2016",2016,100,80,NA,NA,NA,NA
1205,"21980","Sign","Norman Ahmed","418 Pearl St","017.-13-15.0","01/05/2016",2016,500,80,NA,NA,NA,NA
1206,"18524","Site Work","St Josephs Health Center","410 Hickory St & Townsend Ave","017.-16-01.1","04/20/2015",2015,3e+05,4790.25,NA,NA,NA,NA
1207,"PC-0520-12","Sidewalk Replace","Marc Casson","621 Willow St E","017.-17-15.0","10/15/2012",2012,0,0,NA,NA,NA,NA
1208,"PC-0474-14","Sidewalk Replace","Robert H Law Inc.","404 Townsend St N & Willow St","017.-17-17.0","09/08/2014",2014,0,0,NA,NA,NA,NA
1209,"11915","Site Work","Syr IV Star Redevelopment LLC","717 Willow St E","017.-18-09.1","09/13/2013",2013,85000,1404,NA,NA,NA,NA
1210,"PC-0467-13","Sidewalk Replace","Michael McConnell Concrete","635-37 James St & Catherine St","017.-19-03.2","09/23/2013",2013,0,0,NA,NA,NA,NA
1211,"PC-0503-13","Road Cut","Bedford Paving LLC","615 James St To Willow St E","017.-19-05.0","10/24/2013",2013,0,0,NA,NA,NA,NA
1212,"PC-0542-12","Road Cut","Bedford Paving LLC","615 James St To Willow St E","017.-19-05.0","10/31/2012",2012,0,0,NA,NA,NA,NA
1213,"PC-0603-12","Sidewalk Replace","Conifer-LeChase","615 James St To Willow St E","017.-19-05.0","11/16/2012",2012,0,0,NA,NA,NA,NA
1214,"PC-0510-12","Sidewalk Replace","Syracuse Site Development","522 Willow St E","017.-21-03.0","09/27/2012",2012,0,0,NA,NA,NA,NA
1215,"06290","Site Work","JT Properties","489 James St & Townsend St N","017.-21-05.0","05/16/2012",2012,18000,360,NA,NA,NA,NA
1216,"PC-0166-14","Sidewalk Replace","G F Frost Construction Co.","407 James St & State St N","017.-21-13.0","05/13/2014",2014,0,0,NA,NA,NA,NA
1217,"19145","Sign","The Samaritan Center, LLC","215 State St N & Willow St E","017.-22-01.0","05/26/2015",2015,1600,95,NA,NA,NA,NA
1218,"PC-0737-15","Public Assembly","The Samaritan Center, LLC","215 State St N & Willow St E","017.-22-01.0","11/05/2015",2015,0,0,NA,NA,NA,NA
1219,"06134","Sign","716 James St Prtnrshp","716 James St To Wayne St","018.-01-02.0","04/30/2012",2012,5000,140,NA,NA,NA,NA
1220,"12131","Site Work","Solid Rock Outreach","750 James St To Wayne St","018.-01-05.0","08/06/2013",2013,11000,230,NA,NA,NA,NA
1221,"PC-0565-13","Sidewalk Replace","Fahs Construction Group","830 James St","018.-02-06.1","10/30/2013",2013,0,0,NA,NA,NA,NA
1222,"12567","Sign","George/Rebecca Barnes Fndtn","930 James St","018.-02-10.1","09/11/2013",2013,1000,80,NA,NA,NA,NA
1223,"PC-0791-15","Road Cut","National Grid","363 Green St","018.-02-20.0","01/29/2016",2016,0,0,NA,NA,NA,NA
1224,"PC-0537-12","Curb Cut","Michael Scherr","105 Green St Pl","018.-03-16.0","11/06/2012",2012,0,0,NA,NA,NA,NA
1225,"PC-0200-12","Sidewalk Replace","Joseph LaRocco","331 Gertrude St","018.-03-58.0","05/15/2012",2012,0,0,NA,NA,NA,NA
1226,"PC-0394-12","Liability Waiver","PODS Enterprises","434-36 Lodi St & Gertrude St","018.-06-28.0","07/27/2012",2012,0,0,NA,NA,NA,NA
1227,"PC-0476-15","Public Assembly","N'namdi Shakir-Muhammad","515 Hawley Ave & Lodi St","018.-07-05.0","08/04/2015",2015,0,0,NA,NA,NA,NA
1228,"15487","Sign","In My Fathers Kitchen Inc","501 Hawley Ave & Crouse Ave N","018.-07-10.0","06/05/2014",2014,200,80,NA,NA,NA,NA
1229,"PC-0656-14","Curb Cut","Ezzaddin Alharbi","308-18 Crouse Ave N & Lodi St","018.-07-12.0","02/26/2015",2015,0,0,NA,NA,NA,NA
1230,"PC-0568-13","Sidewalk Replace","Earth Road Inc","135-39 Gertrude St & Lodi St","018.-09-13.0","10/30/2013",2013,0,0,NA,NA,NA,NA
1231,"PC-0463-15","Sidewalk Replace","Smith Structures, Inc.","107 Gertrude St","018.-09-24.0","08/04/2015",2015,0,25,NA,NA,NA,NA
1232,"PC-0088-15","Liability Waiver","Green St Management LLC","127 Green St","018.-11-26.0","04/01/2015",2015,0,50,NA,NA,NA,NA
1233,"11665","Sign","Elia Sousou","210 Park St & Oak St","019.-01-10.0","06/26/2013",2013,7000,170,NA,NA,NA,NA
1234,"PC-0516-15","Sidewalk Replace","Scott Wright","323-25 Dewitt St","019.-02-03.0","08/25/2015",2015,0,25,NA,NA,NA,NA
1235,"PC-0400-14","Liability Waiver","PODS Enterprises, Inc","326 Farmer St","019.-03-07.0","08/15/2014",2014,0,0,NA,NA,NA,NA
1236,"PC-0286-13","Sidewalk Replace","salt springs paving","310 Dewitt St","019.-03-39.0","06/13/2013",2013,0,0,NA,NA,NA,NA
1237,"PC-0230-13","Sidewalk Replace","M. A. Calgnino Concrete Flooring","330 Dewitt St & Farmer St","019.-03-40.0","05/28/2013",2013,0,0,NA,NA,NA,NA
1238,"PC-0596-15","Sidewalk Replace","Patricia Numann","323 Highland Ave","019.-05-14.0","09/11/2015",2015,0,25,NA,NA,NA,NA
1239,"09534","Sign","Rapp Signs","1001 James St & Oak St","019.-06-22.0","03/01/2013",2013,4000,125,NA,NA,NA,NA
1240,"PC-0308-13","Sidewalk Replace","Maksi's Masonry Corp","530 Oak St & Highland Ave","019.-06-25.1","06/24/2013",2013,0,0,NA,NA,NA,NA
1241,"PC-0305-13","Sidewalk Replace","Associated Contractors LLC","1010 James St","019.-08-02.0","06/24/2013",2013,0,0,NA,NA,NA,NA
1242,"20949","Sign","WSTM TV","1024-44 James St To Lincoln Pk Dr","019.-08-05.0","11/12/2015",2015,800,80,NA,NA,NA,NA
1243,"PC-0663-16","Liability Waiver","Northshore Excavating Contractors Inc","1064 James St To Elm St","019.-08-07.0","08/15/2016",2016,0,50,NA,NA,NA,NA
1244,"PC-0597-13","Sidewalk Replace","Longley Jones Construction LLC","404 Oak St","019.-08-25.0","11/18/2013",2013,0,0,NA,NA,NA,NA
1245,"PC-0708-15","Sidewalk Replace","Pioneer Masonry - Jonathan Burgen","1500 James St","019.-10-06.0","10/29/2015",2015,0,25,NA,NA,NA,NA
1246,"PC-0710-15","Sidewalk Replace","Pioneer Masonry - Jonathan Burgen","1504 James St","019.-10-07.0","10/30/2015",2015,0,25,NA,NA,NA,NA
1247,"PC-0709-15","Sidewalk Replace","Pioneer Masonry - Jonathan Burgen","1512 James St & Wilson St","019.-10-09.0","10/30/2015",2015,0,25,NA,NA,NA,NA
1248,"PC-0173-14","Curb Cut","Suzanne Stonecipher","313 Shuart Ave","019.-12-16.0","11/13/2014",2014,0,0,NA,NA,NA,NA
1249,"PC-0174-14","Road Cut","Dependable Paving","313 Shuart Ave","019.-12-16.0","07/31/2014",2014,0,0,NA,NA,NA,NA
1250,"PC-0429-14","Sidewalk Replace","Dependable Paving","313 Shuart Ave","019.-12-16.0","09/02/2014",2014,0,0,NA,NA,NA,NA
1251,"PC-0409-12","Road Cut","National Grid","128 Dorothy St & Vine St","019.-13-14.0","08/16/2012",2012,0,0,NA,NA,NA,NA
1252,"PC-0502-14","Sidewalk Replace","CNY Interiors & Exteriors","209 Shuart Ave To Dorothy St","019.-13-20.0","09/17/2014",2014,0,0,NA,NA,NA,NA
1253,"PC-0343-12","Sidewalk Replace","Zych Construction","534 Elm St","019.-14-16.0","07/19/2012",2012,0,0,NA,NA,NA,NA
1254,"PC-0451-16","Curb Cut","Susan Barrett","214 Sedgwick St","019.-14-23.0","10/21/2016",2016,0,0,NA,NA,NA,NA
1255,"PC-0250-13","Liability Waiver","Michael Grimm Services Inc","228 Sedgwick St","019.-14-27.0","05/28/2013",2013,0,0,NA,NA,NA,NA
1256,"PC-0317-13","Liability Waiver","Michael Grimm Services Inc","228 Sedgwick St","019.-14-27.0","06/27/2013",2013,0,0,NA,NA,NA,NA
1257,"PC-0348-16","Sidewalk Replace","Nelson Medina","121 Robinson St","019.-15-35.0","06/13/2016",2016,0,25,NA,NA,NA,NA
1258,"PC-0334-14","Sidewalk Replace","Earth & Home Improvement","704-06 Winton St","019.-20-21.0","07/07/2014",2014,0,0,NA,NA,NA,NA
1259,"PC-0656-15","Sidewalk Replace","Mac;s","1802 James St & Hixson Ave","020.-02-01.0","10/07/2015",2015,0,25,NA,NA,NA,NA
1260,"PC-0661-15","Sidewalk Replace","Mac's","1810 James St","020.-02-02.0","10/07/2015",2015,0,25,NA,NA,NA,NA
1261,"PC-0620-14","Sidewalk Replace","M. A. Calcagnino Concrete Flooring","122 Hastings Pl","020.-03-08.0","11/03/2014",2014,0,0,NA,NA,NA,NA
1262,"PC-0506-12","Sidewalk Replace","M. A. Calgnino Concrete Flooring","405 Melrose Ave","020.-04-29.0","09/13/2012",2012,0,0,NA,NA,NA,NA
1263,"PC-0553-13","Sidewalk Replace","M. A. Calcagnino Concrete Flooring","121 Hastings Pl","020.-04-47.0","10/22/2013",2013,0,0,NA,NA,NA,NA
1264,"PC-0441-14","Sidewalk Replace","Tice & Son Builders","102-04 Shotwell Pk","020.-05-08.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1265,"PC-0497-14","Sidewalk Replace","Steve Depalma Construction","106-08 Shotwell Pk","020.-05-09.0","09/12/2014",2014,0,0,NA,NA,NA,NA
1266,"PC-0539-14","Sidewalk Replace","Steve Depalma Construction","110-12 Shotwell Pk","020.-05-10.0","10/01/2014",2014,0,0,NA,NA,NA,NA
1267,"PC-0446-14","Sidewalk Replace","Steve Depalma Construction","116 Shotwell Pk","020.-05-11.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1268,"PC-0496-14","Sidewalk Replace","Steve Depalma Construction","118-20 Shotwell Pk","020.-05-12.0","09/12/2014",2014,0,0,NA,NA,NA,NA
1269,"PC-0447-14","Sidewalk Replace","Steve Depalma Construction","122-24 Shotwell Pk","020.-05-13.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1270,"PC-0287-15","Sidewalk Replace","George Lostumbo Concrete Co","138 Shotwell Pk","020.-05-16.0","06/08/2015",2015,0,25,NA,NA,NA,NA
1271,"PC-0507-14","Sidewalk Replace","Steve Depalma Construction","138 Shotwell Pk","020.-05-16.0","09/16/2014",2014,0,0,NA,NA,NA,NA
1272,"PC-0541-14","Sidewalk Replace","Steve Depalma Construction","138 Shotwell Pk","020.-05-16.0","10/01/2014",2014,0,0,NA,NA,NA,NA
1273,"PC-0333-15","Sidewalk Replace","George Lostumbo Concrete Co","154 Shotwell Pk","020.-05-20.0","06/17/2015",2015,0,25,NA,NA,NA,NA
1274,"PC-0421-14","Sidewalk Replace","George Lostumbo Concrete Co","154 Shotwell Pk","020.-05-20.0","08/19/2014",2014,0,0,NA,NA,NA,NA
1275,"PC-0540-14","Sidewalk Replace","Steve Depalma Construction","154 Shotwell Pk","020.-05-20.0","10/01/2014",2014,0,0,NA,NA,NA,NA
1276,"PC-0493-14","Sidewalk Replace","Michael McConnell Concrete","158-60 Shotwell Pk","020.-05-22.0","09/08/2014",2014,0,0,NA,NA,NA,NA
1277,"PC-0443-14","Sidewalk Replace","Steve Depalma Construction","166 Shotwell Pk","020.-05-24.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1278,"PC-0335-15","Sidewalk Replace","Michael McConnell Concrete","174 Shotwell Pk","020.-05-26.0","06/17/2015",2015,0,25,NA,NA,NA,NA
1279,"PC-0444-14","Sidewalk Replace","Steve Depalma Construction","174 Shotwell Pk","020.-05-26.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1280,"PC-0310-15","Sidewalk Replace","Michael McConnell Concrete","178-80 Shotwell Pk","020.-05-27.0","06/08/2015",2015,0,25,NA,NA,NA,NA
1281,"PC-0479-14","Sidewalk Replace","Steve Depalma Construction","178-80 Shotwell Pk","020.-05-27.0","09/04/2014",2014,0,0,NA,NA,NA,NA
1282,"PC-0494-14","Sidewalk Replace","Michael McConnell Concrete","200 Hickok Ave","020.-06-22.0","09/08/2014",2014,0,0,NA,NA,NA,NA
1283,"PC-0234-13","Sidewalk Replace","All Seasons Landscaping","300 Hickok Ave","020.-06-39.0","06/03/2013",2013,0,0,NA,NA,NA,NA
1284,"PC-0603-15","Sidewalk Replace","Michael McConnell Concrete","346 Hickok Ave","020.-06-48.0","09/18/2015",2015,0,25,NA,NA,NA,NA
1285,"PC-0482-14","Sidewalk Replace","Steve Depalma Construction","277 Shotwell Pk","020.-06-54.0","09/04/2014",2014,0,0,NA,NA,NA,NA
1286,"PC-0500-14","Sidewalk Replace","Steve Depalma Construction","265 Shotwell Pk","020.-06-57.0","09/16/2014",2014,0,0,NA,NA,NA,NA
1287,"PC-0506-14","Sidewalk Replace","Berrios Concrete Specialists","261 Shotwell Pk","020.-06-58.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1288,"PC-0481-14","Sidewalk Replace","Steve Depalma Construction","257 Shotwell Pk","020.-06-59.0","09/04/2014",2014,0,0,NA,NA,NA,NA
1289,"PC-0461-14","Sidewalk Replace","Steve Depalma Construction","251 Shotwell Pk","020.-06-60.0","08/28/2014",2014,0,0,NA,NA,NA,NA
1290,"PC-0583-15","Sidewalk Replace","Berrios Concrete Specialists","251 Shotwell Pk","020.-06-60.0","09/15/2015",2015,0,25,NA,NA,NA,NA
1291,"PC-0464-14","Sidewalk Replace","Steve Depalma Construction","247 Shotwell Pk","020.-06-61.0","08/28/2014",2014,0,0,NA,NA,NA,NA
1292,"PC-0650-15","Sidewalk Replace","Berrios Concrete Specialists","247 Shotwell Pk","020.-06-61.0","09/28/2015",2015,0,25,NA,NA,NA,NA
1293,"PC-0462-14","Sidewalk Replace","Steve Depalma Construction","243 Shotwell Pk","020.-06-63.0","08/28/2014",2014,0,0,NA,NA,NA,NA
1294,"PC-0526-14","Sidewalk Replace","Berrios Concrete Specialists","229 Shotwell Pk","020.-06-66.0","09/18/2014",2014,0,0,NA,NA,NA,NA
1295,"PC-0518-14","Sidewalk Replace","Berrios Concrete Specialists","221 Shotwell Pk","020.-06-67.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1296,"PC-0187-15","Sidewalk Replace","Julia Zimmer","211 Shotwell Pk","020.-06-69.0","05/06/2015",2015,0,25,NA,NA,NA,NA
1297,"PC-0513-14","Sidewalk Replace","Berrios Concrete Specialists","165 Shotwell Pk","020.-06-80.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1298,"PC-0514-14","Sidewalk Replace","Berrios Concrete Specialists","161 Shotwell Pk","020.-06-81.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1299,"PC-0515-14","Sidewalk Replace","Berrios Concrete Specialists","157 Shotwell Pk","020.-06-82.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1300,"PC-0517-14","Sidewalk Replace","Berrios Concrete Specialists","155 Shotwell Pk","020.-06-83.0","09/15/2014",2014,0,0,NA,NA,NA,NA
1301,"PC-0525-14","Sidewalk Replace","Berrios Concrete Specialists","143 Shotwell Pk","020.-06-85.0","09/18/2014",2014,0,0,NA,NA,NA,NA
1302,"PC-0480-14","Sidewalk Replace","Steve Depalma Construction","135 Shotwell Pk","020.-06-88.0","09/04/2014",2014,0,0,NA,NA,NA,NA
1303,"PC-0618-14","Sidewalk Replace","Steven Burgwin","131 Shotwell Pk","020.-06-89.0","11/03/2014",2014,0,0,NA,NA,NA,NA
1304,"PC-0217-13","Sidewalk Replace","Lostumbo  Ashpalt & Concrete","125 Shotwell Pk","020.-06-90.0","05/21/2013",2013,0,0,NA,NA,NA,NA
1305,"PC-0222-13","Sidewalk Replace","Lostumbo  Ashpalt & Concrete","123 Shotwell Pk","020.-06-91.0","05/21/2013",2013,0,0,NA,NA,NA,NA
1306,"PC-0564-14","Sidewalk Replace","Steve Depalma Construction","115 Shotwell Pk","020.-06-93.0","10/01/2014",2014,0,0,NA,NA,NA,NA
1307,"PC-0583-12","Sidewalk Replace","Robert Dillabough","109-11 Shotwell Pk","020.-06-94.0","10/30/2012",2012,0,0,NA,NA,NA,NA
1308,"PC-0584-12","Sidewalk Replace","Robert Dillabough","105-07 Shotwell Pk","020.-06-95.0","10/30/2012",2012,0,0,NA,NA,NA,NA
1309,"PC-0582-12","Sidewalk Replace","R J Dillabough Contracting","101-03 Shotwell Pk","020.-06-96.0","10/30/2012",2012,0,0,NA,NA,NA,NA
1310,"PC-0324-16","Sidewalk Replace","LeChase Construction Services LLC.","2334-58 James St & Hickok Ave","020.-07-01.0","05/18/2016",2016,0,25,NA,NA,NA,NA
1311,"PC-0213-14","Liability Waiver","Stephen Long/Upstate Down","2378-90 James St & Stafford Ave","020.-07-03.0","05/26/2014",2014,0,0,NA,NA,NA,NA
1312,"PC-0350-16","Sidewalk Replace","Maksis Masonary Corp","244-46 Stafford Ave","020.-08-12.0","07/14/2016",2016,0,50,NA,NA,NA,NA
1313,"PC-0376-14","Sidewalk Replace","Nelson Medina","207-09 Hickok Ave","020.-08-32.0","07/28/2014",2014,0,0,NA,NA,NA,NA
1314,"PC-0382-14","Sidewalk Replace","George Lostumbo Concrete Co","201-03 Hickok Ave & Northcliff R","020.-08-33.0","08/01/2014",2014,0,0,NA,NA,NA,NA
1315,"PC-0658-15","Sidewalk Replace","Syracuse Site Development","323 Hickok Ave","020.-09-29.0","10/29/2015",2015,0,25,NA,NA,NA,NA
1316,"PC-0445-14","Sidewalk Replace","Steve Depalma Construction","244 Shotwell Pk","020.-10-21.0","08/27/2014",2014,0,0,NA,NA,NA,NA
1317,"PC-0463-14","Sidewalk Replace","Steve Depalma Construction","248 Shotwell Pk","020.-10-22.0","08/28/2014",2014,0,0,NA,NA,NA,NA
1318,"PC-0483-14","Sidewalk Replace","Steve Depalma Construction","248 Shotwell Pk","020.-10-22.0","09/04/2014",2014,0,0,NA,NA,NA,NA
1319,"PC-0415-14","Sidewalk Replace","PLS Construction Co.","260 Shotwell Pk","020.-10-25.0","08/19/2014",2014,0,0,NA,NA,NA,NA
1320,"PC-0589-16","Sidewalk Replace","George Lostumbo Concrete Co","203 Hastings Pl","020.-11-05.0","07/29/2016",2016,0,25,NA,NA,NA,NA
1321,"PC-0607-15","Sidewalk Replace","George Lostumbo Concrete Co","406 Melrose Ave","020.-11-10.0","09/22/2015",2015,0,25,NA,NA,NA,NA
1322,"PC-0630-15","Sidewalk Replace","George Lostumbo Concrete Co","408 Melrose Ave & Clifton Pl","020.-11-11.0","09/28/2015",2015,0,25,NA,NA,NA,NA
1323,"PC-0811-16","Sidewalk Replace","Wayne Burgess Masonry","310 Melrose Ave & Hastings Pl","020.-12-24.0","10/04/2016",2016,0,25,NA,NA,NA,NA
1324,"PC-0892-16","Sidewalk Replace","TAG Mechanical Systems, Inc.","310 Melrose Ave & Hastings Pl","020.-12-24.0","10/28/2016",2016,0,25,NA,NA,NA,NA
1325,"PC-0709-16","Sidewalk Replace","George Lostumbo Concrete Co","110 Mariposa St","020.-16-04.0","09/08/2016",2016,0,25,NA,NA,NA,NA
1326,"PC-0566-12","Liability Waiver","PODS Enterprises","112 Mariposa St","020.-16-06.1","10/12/2012",2012,0,0,NA,NA,NA,NA
1327,"PC-0607-16","Sidewalk Replace","George Lostumbo Concrete Co","500-02 Hixson Ave & Mariposa St","020.-16-09.0","08/03/2016",2016,0,25,NA,NA,NA,NA
1328,"PC-0549-16","Road Cut","National Grid","112 Eldorado St","020.-18-01.0","08/27/2016",2016,0,0,NA,NA,NA,NA
1329,"PC-0188-14","Sidewalk Replace","Thomas Dwyer","110 Paul Ave","021.-03-34.0","05/22/2014",2014,0,0,NA,NA,NA,NA
1330,"PC-0444-13","Sidewalk Replace","Lostumbo  Ashpalt & Concrete","114-16 Paul Ave","021.-03-36.0","08/23/2013",2013,0,0,NA,NA,NA,NA
1331,"PC-0307-12","Sidewalk Replace","Lostumbo  Ashpalt & Concrete","112 Rugby Rd","021.-06-35.0","06/06/2012",2012,0,0,NA,NA,NA,NA
1332,"PC-0216-12","Sidewalk Replace","Lostumbo  Ashpalt & Concrete","114 Rugby Rd","021.-06-36.0","04/27/2012",2012,0,0,NA,NA,NA,NA
1333,"PC-0729-16","Sidewalk Replace","George Lostumbo Concrete Co","121 Rugby Rd To Teall Ave","021.-07-01.0","09/08/2016",2016,0,25,NA,NA,NA,NA
1334,"PC-0750-16","Sidewalk Replace","George Lostumbo Concrete Co","117 Rugby Rd To Teall Ave","021.-07-03.0","09/12/2016",2016,0,25,NA,NA,NA,NA
1335,"PC-0730-16","Sidewalk Replace","George Lostumbo Concrete Co","115 Rugby Rd","021.-07-04.0","09/08/2016",2016,0,25,NA,NA,NA,NA
1336,"PC-0617-12","Sidewalk Replace","Diamond Paving LLC","259 Fobes Ave","022.-10-03.0","11/14/2012",2012,0,0,NA,NA,NA,NA
1337,"PC-0572-14","Sidewalk Replace","Jan Nastri","123 Marlborough Rd","022.-13-07.0","10/08/2014",2014,0,0,NA,NA,NA,NA
1338,"24777","Sign","Bimal Chander","130 Lea Lane & Swansea Dr","022.-16-23.0","09/20/2016",2016,600,80,NA,NA,NA,NA
1339,"06099","Sign","Shop City Pw/lb LLC","340-50 Grant Blvd & Swansea Dr T","022.-19-01.0","04/26/2012",2012,27000,465,NA,NA,NA,NA
1340,"09417","Sign","Shop City Pw/lb LLC","340-50 Grant Blvd & Swansea Dr T","022.-19-01.0","02/13/2013",2013,15000,290,NA,NA,NA,NA
1341,"09870","Sign","Shop City Pw/lb LLC","340-50 Grant Blvd & Swansea Dr T","022.-19-01.0","01/24/2013",2013,5400,155,NA,NA,NA,NA
1342,"16518","Sign","SHOP CITY PW/LB LLC c/o Wheeler 
Interests","340-50 Grant Blvd & Swansea Dr T","022.-19-01.0","08/26/2014",2014,3500,125,NA,NA,NA,NA
1343,"09418","Sign","SHOP CITY PW/LB LLC","416 Grant Blvd & Grant Terr T","022.-19-02.0","02/13/2013",2013,7000,170,NA,NA,NA,NA
